시설명,카테고리1,카테고리2,카테고리3,시도 명칭,시군구 명칭,법정읍면동명칭,번지,도로명 이름,건물 번호,위도,경도,우편번호,도로명주소,지번주소,전화번호,홈페이지,휴무일,운영시간,주차 가능여부,반려동물 동반 가능정보,입장 가능 동물 크기,반려동물 제한사항,장소(실내) 여부,장소(실외)여부,기본 정보_장소설명,애견 동반 추가 요금,입장(이용료)가격 정보,반려동물 전용 정보,최종작성일,리 명칭
종로중앙약국,반려동물업,반려의료,동물약국,서울특별시,종로구,종로5.6가동,85-5 번지,대학로,1 번,37.57133,127.0018,3129,서울특별시 종로구 대학로 1,서울 종로구 종로5가 85-5,02-7444-7233,정보없음,매주 일요일,"월~금 09:00~19:00, 토 09:00~14:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
종로태평양약국,반려동물업,반려의료,동물약국,서울특별시,강북구,미아동,53-1 번지,오패산로,130 번,37.61353,127.0343,1233,서울특별시 강북구 오패산로 130,서울 강북구 미아동 53-1,02-985-0393,정보없음,"매주 일요일, 법정공휴일","월~금 13:00~21:00, 토 09:00~21:00",Y,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
종로태평양온누리약국,반려동물업,반려의료,동물약국,서울특별시,중랑구,묵동,238-13 번지,동일로,917 번,37.61221,127.0771,2005,서울특별시 중랑구 동일로 917,서울 중랑구 묵동 238-13,02-979-0426,정보없음,법정공휴일,"월~토 09:00~21:30, 일 09:00~19:00",Y,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
종로프라자약국,반려동물업,반려의료,동물약국,서울특별시,종로구,옥인동,19-33 번지,자하문로,63 번,37.58159,126.9706,3035,서울특별시 종로구 자하문로 63,서울 종로구 옥인동 19-33,02-736-0806,정보없음,매주 일요일,"월~금 09:00~21:30, 토 09:00~19:00, 법정공휴일 10:00~22:50",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
종로프라자약국,반려동물업,반려의료,동물약국,서울특별시,용산구,한강로동,40-999 번지,한강대로23길,55 번,37.52977,126.9647,4377,서울특별시 용산구 한강대로23길 55,서울 용산구 한강로3가 40-999,02-2012-1276,정보없음,연중무휴,"월~금 10:00~22:30, 토 10:00~22:30, 일 10:00~22:30, 법정공휴일 10:00~23:00",Y,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
종로프라자약국,반려동물업,반려의료,동물약국,서울특별시,양천구,신정동,895-16 번지,목동로27길,5 번,37.52846,126.8633,7937,서울특별시 양천구 목동로27길 5,서울 양천구 신정동 895-16,02-2652-8343,정보없음,"매주 일요일, 법정공휴일","월 09:00~18:15 화~금 09:00~17:30, 토 09:00~13:15",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
종암동물약국,반려동물업,반려의료,동물약국,서울특별시,성북구,종암동,70-1 번지,종암로19길,6 번,37.59857,127.034,2804,서울특별시 성북구 종암로19길 6,서울 성북구 종암동 70-1,02-922-9458,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~20:00, 토 09:00~17:00",Y,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
종오약국,반려동물업,반려의료,동물약국,서울특별시,종로구,종로1.2.3.4가동,7 번지,종로,195-1 번,37.57113,126.9995,3130,서울특별시 종로구 종로 195-1,서울 종로구 종로4가 7,02-763-7771,정보없음,"매주 일요일, 법정공휴일","월~금 08:00~20:00, 토 08:00~20:00, 법정공휴일 08:00~20:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
종오약국,반려동물업,반려의료,동물약국,서울특별시,마포구,공덕동,1-70 번지,만리재로,130 번,37.551,126.962,4183,서울특별시 마포구 만리재로 130,서울 마포구 공덕동 1-70,02-362-4920,정보없음,"매주 일요일, 법정공휴일",월~토 08:30~21:30,N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
종원약국,반려동물업,반려의료,동물약국,서울특별시,강남구,논현동,185 번지,강남대로118길,38 번,37.50702,127.0263,6120,서울특별시 강남구 강남대로118길 38,서울 강남구 논현동 185,02-548-8969,정보없음,연중무휴,"토 14:00~22:00, 일 14:00~19:00, 월~금 10:30~22:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
준온누리약국,반려동물업,반려의료,동물약국,서울특별시,강서구,염창동,240-21 번지,양천로,583 번,37.55712,126.8643,7547,서울특별시 강서구 양천로 583,서울 강서구 염창동 240-21,02-2093-7900,정보없음,연중무휴,"월~금 09:00~19:00, 토~일, 법정공휴일 10:00~15:00",Y,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
중곡종로약국,반려동물업,반려의료,동물약국,서울특별시,광진구,중곡동,79-9 번지,용마산로,46 번,37.55778,127.0881,4949,서울특별시 광진구 용마산로 46,서울 광진구 중곡동 79-9,02-2201-4321,정보없음,매주 토요일,"금 08:30~22:00, 일 08:30~22:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
중앙메디칼약국,반려동물업,반려의료,동물약국,서울특별시,영등포구,신길동,736 번지,가마산로,582 번,37.50396,126.9209,7391,서울특별시 영등포구 가마산로 582,서울 영등포구 신길동 736,02-846-8950,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~15:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
중앙메디칼약국,반려동물업,반려의료,동물약국,서울특별시,금천구,가산동,459-11 번지,가산디지털1로,186 번,37.48191,126.8816,8502,서울특별시 금천구 가산디지털1로 186,서울 금천구 가산동 459-11,02-863-1012,정보없음,매주 일요일,"월~금 08:20~21:00, 토10:00~15:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
중앙약국,반려동물업,반려의료,동물약국,서울특별시,노원구,상계동,389-641 번지,상계로27길,32 번,37.65996,127.0699,1682,서울특별시 노원구 상계로27길 32,서울 노원구 상계동 389-641,0507-1423-9934,정보없음,매주 일요일,"월~금 09:00~21:00, 토 09:00~20:00",Y,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
중앙제일약국,반려동물업,반려의료,동물약국,서울특별시,양천구,신정동,117-1 번지,신목로,84 번,37.52219,126.8746,8009,서울특별시 양천구 신목로 84,서울 양천구 신정동 117-1,0507-1395-7557,정보없음,연중무휴,매일 09:00~21:00,N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
중앙프라자약국,반려동물업,반려의료,동물약국,서울특별시,성북구,삼선동,65 번지,동소문로,94 번,37.59227,127.0157,2846,서울특별시 성북구 동소문로 94,서울 성북구 동소문동5가 65,02-927-5606,정보없음,매주 일요일,"월, 수, 금 09:00~19:00, 화, 목 09:00~20:00, 토 09:00~16:00, 법정공휴일 09:00~13:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
중앙프라자약국,반려동물업,반려의료,동물약국,서울특별시,송파구,마천동,307-27 번지,마천로57길,4 번,37.49435,127.1521,5759,서울특별시 송파구 마천로57길 4,서울 송파구 마천동 307-27,02-3401-3818,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~21:00, 토 09:00~18:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
즐거운 약국,반려동물업,반려의료,동물약국,서울특별시,마포구,염리동,174-14 번지,큰우물로,53 번,37.54229,126.9446,4154,서울특별시 마포구 큰우물로 53,서울 마포구 염리동 174-14,02-714-7588,정보없음,"매주 토, 일, 법정공휴일",월~금 09:00~19:30,N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
즐거운약국,반려동물업,반려의료,동물약국,서울특별시,구로구,개봉동,161-18 번지,경인로,320 번,37.49709,126.8557,8274,서울특별시 구로구 경인로 320,서울 구로구 개봉동 161-18,02-2685-5675,정보없음,매주 일요일,"월~금 08:30~20:00, 토 08:30~16:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
지니약국,반려동물업,반려의료,동물약국,서울특별시,송파구,신천동,7-4 번지,올림픽로,305 번,37.51498,127.1042,5510,서울특별시 송파구 올림픽로 305,서울 송파구 신천동 7-4,0507-1365-2025,정보없음,연중무휴,매일 08:00~22:30,N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
지앤미약국,반려동물업,반려의료,동물약국,서울특별시,송파구,가락동,164-23 번지,동남로,215 번,37.4966,127.1316,5820,서울특별시 송파구 동남로 215,서울 송파구 가락동 164-23,02-402-0612,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~16:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
지영약국,반려동물업,반려의료,동물약국,서울특별시,강북구,수유동,360-20 번지,삼양로,423 번,37.64125,127.0166,1036,서울특별시 강북구 삼양로 423,서울 강북구 수유동 360-20,02-902-1072,정보없음,매주 일요일,"월~토, 법정공휴일 18:00~21:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
지용M약국,반려동물업,반려의료,동물약국,서울특별시,송파구,방이동,142-4 번지,백제고분로48길,27 번,37.51093,127.1161,5633,서울특별시 송파구 백제고분로48길 27,서울 송파구 방이동 142-4,02-415-2336,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~21:00, 토 09:00~20:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
지하철더조은약국,반려동물업,반려의료,동물약국,서울특별시,송파구,가락동,10-15 번지,중대로,149 번,37.4956,127.1241,5715,서울특별시 송파구 중대로 지하 149,서울 송파구 가락동 10-15,0507-1388-5912,정보없음,"매주 일요일, 법정공휴일","월~금 08:30~19:00, 토 09:00~12:00",Y,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
진메디칼약국,반려동물업,반려의료,동물약국,서울특별시,송파구,마천동,307-13 번지,마천로57길,7 번,37.49465,127.152,5758,서울특별시 송파구 마천로57길 7,서울 송파구 마천동 307-13,02-400-9240,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~21:00, 토 09:00~20:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
진성온누리약국,반려동물업,반려의료,동물약국,서울특별시,도봉구,방학동,703-61 번지,도봉로,681 번,37.66531,127.0425,1340,서울특별시 도봉구 도봉로 681,서울 도봉구 방학동 703-61,02-993-5535,정보없음,연중무휴,"월~토 08:30~23:00, 일 15:00~19:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
진약국,반려동물업,반려의료,동물약국,서울특별시,성북구,장위동,203-4 번지,장월로,146 번,37.61774,127.0512,2766,서울특별시 성북구 장월로 146,서울 성북구 장위동 203-4,02-942-0700,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~16:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
진약국,반려동물업,반려의료,동물약국,서울특별시,은평구,녹번동,282 번지,통일로,610 번,37.60198,126.9359,3373,서울특별시 은평구 통일로 610,서울 은평구 녹번동 282,02-356-7464,정보없음,매주 일요일,"월~금 09:00~19:30, 토 09:00~14:30",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
진약국,반려동물업,반려의료,동물약국,서울특별시,서대문구,연희동,187-57 번지,연희로,94 번,37.56636,126.9308,3725,서울특별시 서대문구 연희로 94,서울 서대문구 연희동 187-57,02-3143-3755,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~15:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
진약국,반려동물업,반려의료,동물약국,서울특별시,성동구,행당동,286-5 번지,왕십리로,315 번,37.56172,127.0342,4715,서울특별시 성동구 왕십리로 315,서울 성동구 행당동 286-5,02-2294-2828,정보없음,"매주 일요일, 법정공휴일","월~금 08:30~20:00, 토 08:30~17:00",Y,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
진약국,반려동물업,반려의료,동물약국,서울특별시,송파구,문정동,4-4 번지,동남로,138 번,37.49112,127.1262,5796,서울특별시 송파구 동남로 138,서울 송파구 문정동 4-4,02-407-6796,정보없음,"매주 일요일, 법정공휴일",월~토 09:00~20:30,N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
진약국,반려동물업,반려의료,동물약국,서울특별시,강남구,신사동,629-38 번지,도산대로37길,6 번,37.52141,127.0317,6026,서울특별시 강남구 도산대로37길 6,서울 강남구 신사동 629-38,02-3445-2525,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~14:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
진약국,반려동물업,반려의료,동물약국,서울특별시,양천구,신월동,104-12 번지,곰달래로13길,58 번,37.53482,126.8348,7918,서울특별시 양천구 곰달래로13길 58,서울 양천구 신월동 104-12,,정보없음,정보없음,정보없음,N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
진영약국,반려동물업,반려의료,동물약국,서울특별시,광진구,구의동,221-3 번지,아차산로57길,42 번,37.54034,127.0887,5041,서울특별시 광진구 아차산로57길 42,서울 광진구 구의동 221-3,02-454-8827,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~22:00, 토 09:00~22:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
진주약국,반려동물업,반려의료,동물약국,서울특별시,광진구,자양동,626 번지,자양로15길,9 번,37.53579,127.083,5056,서울특별시 광진구 자양로15길 9,서울 광진구 자양동 626,02-446-8279,정보없음,매주 일요일,"월~금 08:30~22:00, 토 09:00~18:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
진흥온누리약국,반려동물업,반려의료,동물약국,서울특별시,서초구,서초동,1315 번지,서초대로,389 번,37.49708,127.0237,6617,서울특별시 서초구 서초대로 389,서울 서초구 서초동 1315,02-532-1525,정보없음,"매주 일요일, 법정공휴일","월~금 09:30~18:30, 토 09:30~14:00",Y,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
차기정약국,반려동물업,반려의료,동물약국,서울특별시,구로구,개봉동,356-9 번지,개봉로3길,76 번,37.48626,126.8521,8351,서울특별시 구로구 개봉로3길 76,서울 구로구 개봉동 356-9,02-2687-7712,정보없음,매주 일요일,"월~수, 금, 토 09:00~21:00, 목 09:00~19:00,",Y,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
착한약국,반려동물업,반려의료,동물약국,서울특별시,도봉구,창동,601-32 번지,덕릉로,253 번,37.6403,127.0394,1469,서울특별시 도봉구 덕릉로 253,서울 도봉구 창동 601-32,02-905-2597,정보없음,매주 일요일,"월~금, 08:30~20:00, 토 08:30~14:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
착한약국,반려동물업,반려의료,동물약국,서울특별시,광진구,자양동,677-7 번지,자양로,43 번,37.53171,127.0855,5103,서울특별시 광진구 자양로 43,서울 광진구 자양동 677-7,02-453-5775,정보없음,"매주 일요일, 법정공휴일","월~금 08:30~21:00, 토 08:30~18:00",Y,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
찬솔약국,반려동물업,반려의료,동물약국,서울특별시,동작구,노량진동,123-11 번지,만양로,86 번,37.51121,126.9446,6914,서울특별시 동작구 만양로 86,서울 동작구 노량진동 123-11,02-815-8868,정보없음,연중무휴,"월~토 09:00~21:00, 일, 법정공휴일 10:00~21:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
참마음온누리약국,반려동물업,반려의료,동물약국,서울특별시,마포구,서교동,392-20 번지,양화로,73 번,37.55144,126.916,4037,서울특별시 마포구 양화로 73,서울 마포구 서교동 392-20,02-3141-0258,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~21:30, 토 09:00~15:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
참말로친절한약국,반려동물업,반려의료,동물약국,서울특별시,노원구,상계동,728-7 번지,동일로,1382 번,37.65199,127.0616,1751,서울특별시 노원구 동일로 1382,서울 노원구 상계동 728-7,02-932-1186,정보없음,연중무휴,"월~금 09:00~20:00, 토 09:00~16:00, 일, 법정공휴일 12:00~21:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
참사랑약국,반려동물업,반려의료,동물약국,서울특별시,성동구,마장동,791-2 번지,마장로,300 번,37.56583,127.0431,4758,서울특별시 성동구 마장로 300,서울 성동구 마장동 791-2,02-2292-7369,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~15:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
참사랑약국,반려동물업,반려의료,동물약국,서울특별시,동작구,신대방동,719 번지,신대방1가길,38 번,37.4879,126.9069,7072,서울특별시 동작구 신대방1가길 38,서울 동작구 신대방동 719,02-831-4091,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~18:30, 토 09:00~15:30",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
참사랑이화약국,반려동물업,반려의료,동물약국,서울특별시,마포구,연남동,573 번지,연남로,42 번,37.56309,126.9215,3989,서울특별시 마포구 연남동 573,서울 마포구 연남로 42,02-6358-5865,정보없음,연중무휴,"월~금 09:00~19:30, 토~일 09:00~17:00",Y,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
참소망약국,반려동물업,반려의료,동물약국,서울특별시,송파구,방이동,89-11 번지,양재대로,1222 번,37.51573,127.1311,5648,서울특별시 송파구 양재대로 1222,서울 송파구 방이동 89-11,02-408-3393,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~15:30",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
참약국,반려동물업,반려의료,동물약국,서울특별시,강북구,수유동,256-3 번지,한천로,1118 번,37.64499,127.0202,1048,서울특별시 강북구 한천로 1118,서울 강북구 수유동 256-3,02-992-8789,https://blog.naver.com/thdgkfka111,"매주 일요일, 법정공휴일",월~토 09:00~21:00,Y,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
참약국,반려동물업,반려의료,동물약국,서울특별시,노원구,하계동,271-3 번지,섬밭로,229 번,37.63662,127.0645,1776,서울특별시 노원구 섬밭로 229,서울 노원구 하계동 271-3,02-979-2204,정보없음,매주 일요일,"월~금 09:00~19:00, 토 09:00~16:30",Y,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
참약국,반려동물업,반려의료,동물약국,서울특별시,중랑구,상봉동,202-1 번지,상봉중앙로1길,12 번,37.59962,127.0874,2091,서울특별시 중랑구 상봉중앙로1길 12,서울 중랑구 상봉동 202-1,02-2208-1156,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~14:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
참약국,반려동물업,반려의료,동물약국,서울특별시,마포구,서교동,327-15 번지,와우산로,149 번,37.5546,126.9297,4052,서울특별시 마포구 와우산로 149,서울 마포구 서교동 327-15,02-8163-2488,정보없음,연중무휴,매일 10:30~23:00,N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
참약국,반려동물업,반려의료,동물약국,서울특별시,송파구,신천동,11-4 번지,올림픽로35가길,9 번,37.51748,127.1034,5510,서울특별시 송파구 올림픽로35가길 9,서울 송파구 신천동 11-4,02-6264-6184,정보없음,"매주 일요일, 법정공휴일","월~목 09:00~20:00, 금 09:00~19:00, 토 09:00~14:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
참약국,반려동물업,반려의료,동물약국,서울특별시,영등포구,영등포동,618-264 번지,영신로19길,18 번,37.51397,126.9058,7366,서울특별시 영등포구 영신로19길 18,서울 영등포구 영등포동 618-264,02-6951-1390,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~19:30, 토 09:00~14:30",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
참약사 장수약국,반려동물업,반려의료,동물약국,서울특별시,관악구,남현동,1058-1 번지,남부순환로,2062 번,37.47639,126.9778,8806,서울특별시 관악구 남부순환로 2062,서울 관악구 남현동 1058-1,02-597-1730,정보없음,연중무휴,매일 08:30~22:00,N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
참약사 지안약국,반려동물업,반려의료,동물약국,서울특별시,성동구,행당동,168-151 번지,왕십리광장로,17 번,37.56144,127.0384,4750,서울특별시 성동구 왕십리광장로 17,서울 성동구 행당동 168-151,0507-1349-1577,정보없음,매주 일요일,월~토 11:00~21:00,Y,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
참약사강동메디컬약국,반려동물업,반려의료,동물약국,서울특별시,강동구,성내동,409-15 번지,풍성로51길,3 번,37.53011,127.1325,5377,서울특별시 강동구 풍성로51길 3,서울 강동구 성내동 409-15,02-6956-3098,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~18:00, 토 09:00~13:00",Y,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
참약사약국,반려동물업,반려의료,동물약국,서울특별시,성북구,종암동,3-686 번지,종암로,122 번,37.6012,127.034,2797,서울특별시 성북구 종암로 122,서울 성북구 종암동 3-686,02-943-1226,정보없음,연중무휴,"월~금 08:30~19:30, 토 08:00~15:30, 일 10:00~15:00",Y,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
참약사엘림약국,반려동물업,반려의료,동물약국,서울특별시,성북구,삼선동,227 번지,동소문로,18-1 번,37.58915,127.0083,2860,서울특별시 성북구 동소문로 18-1,서울 성북구 동소문동2가 227,02-764-5291,정보없음,"매주 일요일, 법정공휴일",월~토 09:00~20:00,N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
참약사엠바른약국,반려동물업,반려의료,동물약국,서울특별시,중랑구,면목동,118-1 번지,겸재로,164 번,37.5878,127.0859,2218,서울특별시 중랑구 겸재로 164,서울 중랑구 면목동 118-1,02-2039-0244,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~20:00, 토 09:00~15:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
참온누리약국,반려동물업,반려의료,동물약국,서울특별시,구로구,천왕동,282-2 번지,오리로,1149 번,37.4866,126.8382,8363,서울특별시 구로구 오리로 1149,서울 구로구 천왕동 282-2,070-4222-1177,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~20:00, 토 09:00~16:30",Y,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
참조은약국,반려동물업,반려의료,동물약국,서울특별시,노원구,상계동,593-3 번지,상계로3길,10 번,37.65671,127.0626,1693,서울특별시 노원구 상계로3길 10,서울 노원구 상계동 593-3,02-6397-6262,정보없음,법정공휴일,"월~토 09:00~20:00, 일 14:00~21:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
참조은약국,반려동물업,반려의료,동물약국,서울특별시,마포구,도화동,25-13 번지,마포대로,92 번,37.54284,126.9513,4168,서울특별시 마포구 마포대로 92,서울 마포구 도화동 25-13,02-715-8953,정보없음,연중무휴,"월~금 09:00~21:00, 토 09:00~16:00, 일 08:00~16:00, 법정공휴일 09:00~16:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
참좋은약국,반려동물업,반려의료,동물약국,서울특별시,도봉구,창동,661-38 번지,도봉로,496 번,37.64971,127.0357,1453,서울특별시 도봉구 도봉로 496,서울 도봉구 창동 661-38,02-900-2055,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~14:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
참좋은약국,반려동물업,반려의료,동물약국,서울특별시,구로구,구로동,501 번지,구로중앙로,134 번,37.49999,126.8841,8293,서울특별시 구로구 구로중앙로 134,서울 구로구 구로동 501,02-6678-4273,정보없음,매주 일요일,월~토 08:30~13:00,Y,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
참진약국,반려동물업,반려의료,동물약국,서울특별시,은평구,역촌동,62-3 번지,역말로,40 번,37.60563,126.9147,3417,서울특별시 은평구 역말로 40,서울 은평구 역촌동 62-3,02-356-6588,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~19:30, 토 09:00~14:30",Y,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
참한약국,반려동물업,반려의료,동물약국,서울특별시,송파구,문정동,632 번지,충민로,52 번,37.47772,127.1227,5839,서울특별시 송파구 충민로 52,서울 송파구 문정동 632,02-2047-1970,정보없음,"매주 일요일, 법정공휴일","월~금 09:00~20:00, 토 12:00~20:00",Y,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
참행복한약국,반려동물업,반려의료,동물약국,서울특별시,송파구,가락동,159-7 번지,송이로,76 번,37.4991,127.1195,5707,서울특별시 송파구 송이로 76,서울 송파구 가락동 159-7,02-3401-4177,정보없음,매주 일요일,"월~금 09:00~18:30, 토 09:00~14:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
창대온누리약국,반려동물업,반려의료,동물약국,서울특별시,양천구,목동,611-4 번지,목동중앙북로,13-1 번,37.54856,126.8652,7946,서울특별시 양천구 목동중앙북로 13-1,서울 양천구 목동 611-4,02-2653-6788,정보없음,법정공휴일,"월~토 09:00~22:00, 일 10:30~22:00",N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
창동남대문약국,반려동물업,반려의료,동물약국,서울특별시,도봉구,창동,578-5 번지,덕릉로,223 번,37.63814,127.0373,1471,서울특별시 도봉구 덕릉로 223,서울 도봉구 창동 578-5,02-995-6005,정보없음,매주 일요일,월~토 09:00~22:00,N,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
창신종로약국,반려동물업,반려의료,동물약국,서울특별시,종로구,창신동,647-16 번지,창신길,47 번,37.57376,127.0105,3097,서울특별시 종로구 창신길 47,서울 종로구 창신동 647-16,02-3672-0845,정보없음,"매주 토, 일","월~금 08:00~20:00, 법정공휴일 08:00~20:00",Y,Y,모두 가능,제한사항 없음,Y,N,동물약국,없음,변동,해당없음,2022.11.30,
